"Titre de tracé : 21745242"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 21745242, SEN S/N: 21745242, LBL: Petite Balme 2)","Fin de fichier (LGR S/N: 21745242)"
93,11/14/23 04:00:00 AM,1.548,
94,11/14/23 06:00:00 AM,1.548,
95,11/14/23 08:00:00 AM,1.656,
96,11/14/23 10:00:00 AM,1.656,
97,11/14/23 12:00:00 PM,1.656,
98,11/14/23 02:00:00 PM,1.656,
99,11/14/23 04:00:00 PM,1.656,
100,11/14/23 06:00:00 PM,1.764,
101,11/14/23 08:00:00 PM,1.764,
102,11/14/23 10:00:00 PM,1.764,
103,11/15/23 12:00:00 AM,1.764,
104,11/15/23 02:00:00 AM,1.656,
105,11/15/23 04:00:00 AM,1.656,
106,11/15/23 06:00:00 AM,1.656,
107,11/15/23 08:00:00 AM,1.656,
108,11/15/23 10:00:00 AM,1.656,
109,11/15/23 12:00:00 PM,1.656,
110,11/15/23 02:00:00 PM,1.656,
111,11/15/23 04:00:00 PM,1.656,
112,11/15/23 06:00:00 PM,1.656,
113,11/15/23 08:00:00 PM,1.656,
114,11/15/23 10:00:00 PM,1.656,
115,11/16/23 12:00:00 AM,1.548,
116,11/16/23 02:00:00 AM,1.548,
117,11/16/23 04:00:00 AM,1.548,
118,11/16/23 06:00:00 AM,1.548,
119,11/16/23 08:00:00 AM,1.548,
120,11/16/23 10:00:00 AM,1.548,
121,11/16/23 12:00:00 PM,1.548,
122,11/16/23 02:00:00 PM,1.548,
123,11/16/23 04:00:00 PM,1.548,
124,11/16/23 06:00:00 PM,1.548,
125,11/16/23 08:00:00 PM,1.548,
126,11/16/23 10:00:00 PM,1.548,
127,11/17/23 12:00:00 AM,1.548,
128,11/17/23 02:00:00 AM,1.548,
129,11/17/23 04:00:00 AM,1.548,
130,11/17/23 06:00:00 AM,1.548,
131,11/17/23 08:00:00 AM,1.548,
132,11/17/23 10:00:00 AM,1.548,
133,11/17/23 12:00:00 PM,1.548,
134,11/17/23 02:00:00 PM,1.548,
135,11/17/23 04:00:00 PM,1.548,
136,11/17/23 06:00:00 PM,1.548,
137,11/17/23 08:00:00 PM,1.548,
138,11/17/23 10:00:00 PM,1.548,
139,11/18/23 12:00:00 AM,1.548,
140,11/18/23 02:00:00 AM,1.548,
141,11/18/23 04:00:00 AM,1.548,
142,11/18/23 06:00:00 AM,1.548,
143,11/18/23 08:00:00 AM,1.548,
144,11/18/23 10:00:00 AM,1.548,
145,11/18/23 12:00:00 PM,1.548,
146,11/18/23 02:00:00 PM,1.548,
147,11/18/23 04:00:00 PM,1.548,
148,11/18/23 06:00:00 PM,1.548,
149,11/18/23 08:00:00 PM,1.548,
150,11/18/23 10:00:00 PM,1.548,
151,11/19/23 12:00:00 AM,1.548,
152,11/19/23 02:00:00 AM,1.548,
153,11/19/23 04:00:00 AM,1.548,
154,11/19/23 06:00:00 AM,1.548,
155,11/19/23 08:00:00 AM,1.548,
156,11/19/23 10:00:00 AM,1.548,
157,11/19/23 12:00:00 PM,1.548,
158,11/19/23 02:00:00 PM,1.548,
159,11/19/23 04:00:00 PM,1.548,
160,11/19/23 06:00:00 PM,1.548,
161,11/19/23 08:00:00 PM,1.548,
162,11/19/23 10:00:00 PM,1.548,
163,11/20/23 12:00:00 AM,1.548,
164,11/20/23 02:00:00 AM,1.548,
165,11/20/23 04:00:00 AM,1.548,
166,11/20/23 06:00:00 AM,1.548,
167,11/20/23 08:00:00 AM,1.548,
168,11/20/23 10:00:00 AM,1.548,
169,11/20/23 12:00:00 PM,1.548,
170,11/20/23 02:00:00 PM,1.548,
171,11/20/23 04:00:00 PM,1.548,
172,11/20/23 06:00:00 PM,1.548,
173,11/20/23 08:00:00 PM,1.548,
174,11/20/23 10:00:00 PM,1.548,
175,11/21/23 12:00:00 AM,1.548,
176,11/21/23 02:00:00 AM,1.548,
177,11/21/23 04:00:00 AM,1.548,
178,11/21/23 06:00:00 AM,1.548,
179,11/21/23 08:00:00 AM,1.548,
180,11/21/23 10:00:00 AM,1.548,
181,11/21/23 12:00:00 PM,1.548,
182,11/21/23 02:00:00 PM,1.548,
183,11/21/23 04:00:00 PM,1.548,
184,11/21/23 06:00:00 PM,1.548,
185,11/21/23 08:00:00 PM,1.548,
186,11/21/23 10:00:00 PM,1.548,
187,11/22/23 12:00:00 AM,1.548,
188,11/22/23 02:00:00 AM,1.548,
189,11/22/23 04:00:00 AM,1.548,
190,11/22/23 06:00:00 AM,1.548,
191,11/22/23 08:00:00 AM,1.548,
192,11/22/23 10:00:00 AM,1.548,
193,11/22/23 12:00:00 PM,1.548,
194,11/22/23 02:00:00 PM,1.548,
195,11/22/23 04:00:00 PM,1.548,
196,11/22/23 06:00:00 PM,1.548,
197,11/22/23 08:00:00 PM,1.548,
198,11/22/23 10:00:00 PM,1.548,
199,11/23/23 12:00:00 AM,1.548,
200,11/23/23 02:00:00 AM,1.548,
201,11/23/23 04:00:00 AM,1.548,
202,11/23/23 06:00:00 AM,1.548,
203,11/23/23 08:00:00 AM,1.548,
204,11/23/23 10:00:00 AM,1.548,
205,11/23/23 12:00:00 PM,1.548,
206,11/23/23 02:00:00 PM,1.548,
207,11/23/23 04:00:00 PM,1.548,
208,11/23/23 06:00:00 PM,1.548,
209,11/23/23 08:00:00 PM,1.548,
210,11/23/23 10:00:00 PM,1.548,
211,11/24/23 12:00:00 AM,1.548,
212,11/24/23 02:00:00 AM,1.548,
213,11/24/23 04:00:00 AM,1.548,
214,11/24/23 06:00:00 AM,1.548,
215,11/24/23 08:00:00 AM,1.548,
216,11/24/23 10:00:00 AM,1.548,
217,11/24/23 12:00:00 PM,1.548,
218,11/24/23 02:00:00 PM,1.548,
219,11/24/23 04:00:00 PM,1.548,
220,11/24/23 06:00:00 PM,1.548,
221,11/24/23 08:00:00 PM,1.548,
222,11/24/23 10:00:00 PM,1.548,
223,11/25/23 12:00:00 AM,1.548,
224,11/25/23 02:00:00 AM,1.548,
225,11/25/23 04:00:00 AM,1.548,
226,11/25/23 06:00:00 AM,1.548,
227,11/25/23 08:00:00 AM,1.548,
228,11/25/23 10:00:00 AM,1.548,
229,11/25/23 12:00:00 PM,1.548,
230,11/25/23 02:00:00 PM,1.548,
231,11/25/23 04:00:00 PM,1.548,
232,11/25/23 06:00:00 PM,1.548,
233,11/25/23 08:00:00 PM,1.548,
234,11/25/23 10:00:00 PM,1.548,
235,11/26/23 12:00:00 AM,1.548,
236,11/26/23 02:00:00 AM,1.548,
237,11/26/23 04:00:00 AM,1.548,
238,11/26/23 06:00:00 AM,1.548,
239,11/26/23 08:00:00 AM,1.548,
240,11/26/23 10:00:00 AM,1.548,
241,11/26/23 12:00:00 PM,1.548,
242,11/26/23 02:00:00 PM,1.548,
243,11/26/23 04:00:00 PM,1.548,
244,11/26/23 06:00:00 PM,1.548,
245,11/26/23 08:00:00 PM,1.548,
246,11/26/23 10:00:00 PM,1.548,
247,11/27/23 12:00:00 AM,1.548,
248,11/27/23 02:00:00 AM,1.548,
249,11/27/23 04:00:00 AM,1.548,
250,11/27/23 06:00:00 AM,1.548,
251,11/27/23 08:00:00 AM,1.548,
252,11/27/23 10:00:00 AM,1.548,
253,11/27/23 12:00:00 PM,1.548,
254,11/27/23 02:00:00 PM,1.548,
255,11/27/23 04:00:00 PM,1.548,
256,11/27/23 06:00:00 PM,1.548,
257,11/27/23 08:00:00 PM,1.548,
258,11/27/23 10:00:00 PM,1.548,
259,11/28/23 12:00:00 AM,1.548,
260,11/28/23 02:00:00 AM,1.548,
261,11/28/23 04:00:00 AM,1.548,
262,11/28/23 06:00:00 AM,1.548,
263,11/28/23 08:00:00 AM,1.548,
264,11/28/23 10:00:00 AM,1.548,
265,11/28/23 12:00:00 PM,1.548,
266,11/28/23 02:00:00 PM,1.548,
267,11/28/23 04:00:00 PM,1.548,
268,11/28/23 06:00:00 PM,1.548,
269,11/28/23 08:00:00 PM,1.548,
270,11/28/23 10:00:00 PM,1.548,
271,11/29/23 12:00:00 AM,1.548,
272,11/29/23 02:00:00 AM,1.548,
273,11/29/23 04:00:00 AM,1.548,
274,11/29/23 06:00:00 AM,1.548,
275,11/29/23 08:00:00 AM,1.548,
276,11/29/23 10:00:00 AM,1.548,
277,11/29/23 12:00:00 PM,1.548,
278,11/29/23 02:00:00 PM,1.548,
279,11/29/23 04:00:00 PM,1.548,
280,11/29/23 06:00:00 PM,1.548,
281,11/29/23 08:00:00 PM,1.548,
282,11/29/23 10:00:00 PM,1.548,
283,11/30/23 12:00:00 AM,1.548,
284,11/30/23 02:00:00 AM,1.548,
285,11/30/23 04:00:00 AM,1.548,
286,11/30/23 06:00:00 AM,1.548,
287,11/30/23 08:00:00 AM,1.548,
288,11/30/23 10:00:00 AM,1.548,
289,11/30/23 12:00:00 PM,1.548,
290,11/30/23 02:00:00 PM,1.548,
291,11/30/23 04:00:00 PM,1.548,
292,11/30/23 06:00:00 PM,1.548,
293,11/30/23 08:00:00 PM,1.548,
294,11/30/23 10:00:00 PM,1.548,
295,12/01/23 12:00:00 AM,1.548,
296,12/01/23 02:00:00 AM,1.548,
297,12/01/23 04:00:00 AM,1.548,
298,12/01/23 06:00:00 AM,1.548,
299,12/01/23 08:00:00 AM,1.548,
300,12/01/23 10:00:00 AM,1.548,
301,12/01/23 12:00:00 PM,1.548,
302,12/01/23 02:00:00 PM,1.548,
303,12/01/23 04:00:00 PM,1.548,
304,12/01/23 06:00:00 PM,1.548,
305,12/01/23 08:00:00 PM,1.548,
306,12/01/23 10:00:00 PM,1.548,
307,12/02/23 12:00:00 AM,1.548,
308,12/02/23 02:00:00 AM,1.548,
309,12/02/23 04:00:00 AM,1.548,
310,12/02/23 06:00:00 AM,1.548,
311,12/02/23 08:00:00 AM,1.548,
312,12/02/23 10:00:00 AM,1.548,
313,12/02/23 12:00:00 PM,1.548,
314,12/02/23 02:00:00 PM,1.548,
315,12/02/23 04:00:00 PM,1.548,
316,12/02/23 06:00:00 PM,1.548,
317,12/02/23 08:00:00 PM,1.548,
318,12/02/23 10:00:00 PM,1.548,
319,12/03/23 12:00:00 AM,1.548,
320,12/03/23 02:00:00 AM,1.548,
321,12/03/23 04:00:00 AM,1.548,
322,12/03/23 06:00:00 AM,1.548,
323,12/03/23 08:00:00 AM,1.548,
324,12/03/23 10:00:00 AM,1.548,
325,12/03/23 12:00:00 PM,1.548,
326,12/03/23 02:00:00 PM,1.548,
327,12/03/23 04:00:00 PM,1.548,
328,12/03/23 06:00:00 PM,1.548,
329,12/03/23 08:00:00 PM,1.548,
330,12/03/23 10:00:00 PM,1.548,
331,12/04/23 12:00:00 AM,1.548,
332,12/04/23 02:00:00 AM,1.548,
333,12/04/23 04:00:00 AM,1.548,
334,12/04/23 06:00:00 AM,1.548,
335,12/04/23 08:00:00 AM,1.548,
336,12/04/23 10:00:00 AM,1.548,
337,12/04/23 12:00:00 PM,1.548,
338,12/04/23 02:00:00 PM,1.548,
339,12/04/23 04:00:00 PM,1.548,
340,12/04/23 06:00:00 PM,1.548,
341,12/04/23 08:00:00 PM,1.548,
342,12/04/23 10:00:00 PM,1.548,
343,12/05/23 12:00:00 AM,1.548,
344,12/05/23 02:00:00 AM,1.548,
345,12/05/23 04:00:00 AM,1.548,
346,12/05/23 06:00:00 AM,1.548,
347,12/05/23 08:00:00 AM,1.548,
348,12/05/23 10:00:00 AM,1.548,
349,12/05/23 12:00:00 PM,1.548,
350,12/05/23 02:00:00 PM,1.548,
351,12/05/23 04:00:00 PM,1.548,
352,12/05/23 06:00:00 PM,1.548,
353,12/05/23 08:00:00 PM,1.548,
354,12/05/23 10:00:00 PM,1.548,
355,12/06/23 12:00:00 AM,1.548,
356,12/06/23 02:00:00 AM,1.548,
357,12/06/23 04:00:00 AM,1.548,
358,12/06/23 06:00:00 AM,1.548,
359,12/06/23 08:00:00 AM,1.548,
360,12/06/23 10:00:00 AM,1.548,
361,12/06/23 12:00:00 PM,1.548,
362,12/06/23 02:00:00 PM,1.548,
363,12/06/23 04:00:00 PM,1.548,
364,12/06/23 06:00:00 PM,1.548,
365,12/06/23 08:00:00 PM,1.548,
366,12/06/23 10:00:00 PM,1.548,
367,12/07/23 12:00:00 AM,1.548,
368,12/07/23 02:00:00 AM,1.548,
369,12/07/23 04:00:00 AM,1.548,
370,12/07/23 06:00:00 AM,1.548,
371,12/07/23 08:00:00 AM,1.548,
372,12/07/23 10:00:00 AM,1.548,
373,12/07/23 12:00:00 PM,1.548,
374,12/07/23 02:00:00 PM,1.548,
375,12/07/23 04:00:00 PM,1.548,
376,12/07/23 06:00:00 PM,1.548,
377,12/07/23 08:00:00 PM,1.548,
378,12/07/23 10:00:00 PM,1.548,
379,12/08/23 12:00:00 AM,1.548,
380,12/08/23 02:00:00 AM,1.548,
381,12/08/23 04:00:00 AM,1.548,
382,12/08/23 06:00:00 AM,1.548,
383,12/08/23 08:00:00 AM,1.548,
384,12/08/23 10:00:00 AM,1.548,
385,12/08/23 12:00:00 PM,1.548,
386,12/08/23 02:00:00 PM,1.548,
387,12/08/23 04:00:00 PM,1.548,
388,12/08/23 06:00:00 PM,1.548,
389,12/08/23 08:00:00 PM,1.548,
390,12/08/23 10:00:00 PM,1.548,
391,12/09/23 12:00:00 AM,1.548,
392,12/09/23 02:00:00 AM,1.548,
393,12/09/23 04:00:00 AM,1.548,
394,12/09/23 06:00:00 AM,1.548,
395,12/09/23 08:00:00 AM,1.548,
396,12/09/23 10:00:00 AM,1.548,
397,12/09/23 12:00:00 PM,1.548,
398,12/09/23 02:00:00 PM,1.548,
399,12/09/23 04:00:00 PM,1.548,
400,12/09/23 06:00:00 PM,1.548,
401,12/09/23 08:00:00 PM,1.548,
402,12/09/23 10:00:00 PM,1.548,
403,12/10/23 12:00:00 AM,1.548,
404,12/10/23 02:00:00 AM,1.548,
405,12/10/23 04:00:00 AM,1.548,
406,12/10/23 06:00:00 AM,1.548,
407,12/10/23 08:00:00 AM,1.548,
408,12/10/23 10:00:00 AM,1.548,
409,12/10/23 12:00:00 PM,1.548,
410,12/10/23 02:00:00 PM,1.548,
411,12/10/23 04:00:00 PM,1.548,
412,12/10/23 06:00:00 PM,1.548,
413,12/10/23 08:00:00 PM,1.548,
414,12/10/23 10:00:00 PM,1.548,
415,12/11/23 12:00:00 AM,1.548,
416,12/11/23 02:00:00 AM,1.548,
417,12/11/23 04:00:00 AM,1.548,
418,12/11/23 06:00:00 AM,1.548,
419,12/11/23 08:00:00 AM,1.548,
420,12/11/23 10:00:00 AM,1.548,
421,12/11/23 12:00:00 PM,1.548,
422,12/11/23 02:00:00 PM,1.548,
423,12/11/23 04:00:00 PM,1.548,
424,12/11/23 06:00:00 PM,1.548,
425,12/11/23 08:00:00 PM,1.548,
426,12/11/23 10:00:00 PM,1.548,
427,12/12/23 12:00:00 AM,1.548,
428,12/12/23 02:00:00 AM,1.548,
429,12/12/23 04:00:00 AM,1.548,
430,12/12/23 06:00:00 AM,1.548,
431,12/12/23 08:00:00 AM,1.548,
432,12/12/23 10:00:00 AM,1.548,
433,12/12/23 12:00:00 PM,1.548,
434,12/12/23 02:00:00 PM,1.548,
435,12/12/23 04:00:00 PM,1.548,
436,12/12/23 06:00:00 PM,1.548,
437,12/12/23 08:00:00 PM,1.548,
438,12/12/23 10:00:00 PM,1.548,
439,12/13/23 12:00:00 AM,1.548,
440,12/13/23 02:00:00 AM,1.548,
441,12/13/23 04:00:00 AM,1.548,
442,12/13/23 06:00:00 AM,1.548,
443,12/13/23 08:00:00 AM,1.548,
444,12/13/23 10:00:00 AM,1.548,
445,12/13/23 12:00:00 PM,1.548,
446,12/13/23 02:00:00 PM,1.548,
447,12/13/23 04:00:00 PM,1.548,
448,12/13/23 06:00:00 PM,1.548,
449,12/13/23 08:00:00 PM,1.548,
450,12/13/23 10:00:00 PM,1.548,
451,12/14/23 12:00:00 AM,1.548,
452,12/14/23 02:00:00 AM,1.548,
453,12/14/23 04:00:00 AM,1.548,
454,12/14/23 06:00:00 AM,1.548,
455,12/14/23 08:00:00 AM,1.548,
456,12/14/23 10:00:00 AM,1.548,
457,12/14/23 12:00:00 PM,1.548,
458,12/14/23 02:00:00 PM,1.548,
459,12/14/23 04:00:00 PM,1.548,
460,12/14/23 06:00:00 PM,1.548,
461,12/14/23 08:00:00 PM,1.548,
462,12/14/23 10:00:00 PM,1.548,
463,12/15/23 12:00:00 AM,1.548,
464,12/15/23 02:00:00 AM,1.548,
465,12/15/23 04:00:00 AM,1.548,
466,12/15/23 06:00:00 AM,1.548,
467,12/15/23 08:00:00 AM,1.548,
468,12/15/23 10:00:00 AM,1.548,
469,12/15/23 12:00:00 PM,1.548,
470,12/15/23 02:00:00 PM,1.548,
471,12/15/23 04:00:00 PM,1.548,
472,12/15/23 06:00:00 PM,1.548,
473,12/15/23 08:00:00 PM,1.548,
474,12/15/23 10:00:00 PM,1.548,
475,12/16/23 12:00:00 AM,1.548,
476,12/16/23 02:00:00 AM,1.548,
477,12/16/23 04:00:00 AM,1.548,
478,12/16/23 06:00:00 AM,1.548,
479,12/16/23 08:00:00 AM,1.548,
480,12/16/23 10:00:00 AM,1.548,
481,12/16/23 12:00:00 PM,1.548,
482,12/16/23 02:00:00 PM,1.548,
483,12/16/23 04:00:00 PM,1.548,
484,12/16/23 06:00:00 PM,1.548,
485,12/16/23 08:00:00 PM,1.548,
486,12/16/23 10:00:00 PM,1.548,
487,12/17/23 12:00:00 AM,1.548,
488,12/17/23 02:00:00 AM,1.548,
489,12/17/23 04:00:00 AM,1.548,
490,12/17/23 06:00:00 AM,1.548,
491,12/17/23 08:00:00 AM,1.548,
492,12/17/23 10:00:00 AM,1.548,
493,12/17/23 12:00:00 PM,1.548,
494,12/17/23 02:00:00 PM,1.548,
495,12/17/23 04:00:00 PM,1.548,
496,12/17/23 06:00:00 PM,1.548,
497,12/17/23 08:00:00 PM,1.548,
498,12/17/23 10:00:00 PM,1.548,
499,12/18/23 12:00:00 AM,1.548,
500,12/18/23 02:00:00 AM,1.548,
501,12/18/23 04:00:00 AM,1.548,
502,12/18/23 06:00:00 AM,1.548,
503,12/18/23 08:00:00 AM,1.548,
504,12/18/23 10:00:00 AM,1.548,
505,12/18/23 12:00:00 PM,1.548,
506,12/18/23 02:00:00 PM,1.548,
507,12/18/23 04:00:00 PM,1.548,
508,12/18/23 06:00:00 PM,1.548,
509,12/18/23 08:00:00 PM,1.548,
510,12/18/23 10:00:00 PM,1.548,
511,12/19/23 12:00:00 AM,1.548,
512,12/19/23 02:00:00 AM,1.548,
513,12/19/23 04:00:00 AM,1.548,
514,12/19/23 06:00:00 AM,1.548,
515,12/19/23 08:00:00 AM,1.548,
516,12/19/23 10:00:00 AM,1.548,
517,12/19/23 12:00:00 PM,1.548,
518,12/19/23 02:00:00 PM,1.548,
519,12/19/23 04:00:00 PM,1.548,
520,12/19/23 06:00:00 PM,1.548,
521,12/19/23 08:00:00 PM,1.548,
522,12/19/23 10:00:00 PM,1.548,
523,12/20/23 12:00:00 AM,1.548,
524,12/20/23 02:00:00 AM,1.548,
525,12/20/23 04:00:00 AM,1.548,
526,12/20/23 06:00:00 AM,1.548,
527,12/20/23 08:00:00 AM,1.548,
528,12/20/23 10:00:00 AM,1.548,
529,12/20/23 12:00:00 PM,1.548,
530,12/20/23 02:00:00 PM,1.548,
531,12/20/23 04:00:00 PM,1.548,
532,12/20/23 06:00:00 PM,1.548,
533,12/20/23 08:00:00 PM,1.548,
534,12/20/23 10:00:00 PM,1.548,
535,12/21/23 12:00:00 AM,1.548,
536,12/21/23 02:00:00 AM,1.548,
537,12/21/23 04:00:00 AM,1.548,
538,12/21/23 06:00:00 AM,1.548,
539,12/21/23 08:00:00 AM,1.548,
540,12/21/23 10:00:00 AM,1.548,
541,12/21/23 12:00:00 PM,1.548,
542,12/21/23 02:00:00 PM,1.548,
543,12/21/23 04:00:00 PM,1.548,
544,12/21/23 06:00:00 PM,1.548,
545,12/21/23 08:00:00 PM,1.548,
546,12/21/23 10:00:00 PM,1.548,
547,12/22/23 12:00:00 AM,1.548,
548,12/22/23 02:00:00 AM,1.548,
549,12/22/23 04:00:00 AM,1.548,
550,12/22/23 06:00:00 AM,1.548,
551,12/22/23 08:00:00 AM,1.548,
552,12/22/23 10:00:00 AM,1.548,
553,12/22/23 12:00:00 PM,1.548,
554,12/22/23 02:00:00 PM,1.548,
555,12/22/23 04:00:00 PM,1.548,
556,12/22/23 06:00:00 PM,1.548,
557,12/22/23 08:00:00 PM,1.548,
558,12/22/23 10:00:00 PM,1.548,
559,12/23/23 12:00:00 AM,1.548,
560,12/23/23 02:00:00 AM,1.548,
561,12/23/23 04:00:00 AM,1.548,
562,12/23/23 06:00:00 AM,1.548,
563,12/23/23 08:00:00 AM,1.548,
564,12/23/23 10:00:00 AM,1.548,
565,12/23/23 12:00:00 PM,1.548,
566,12/23/23 02:00:00 PM,1.548,
567,12/23/23 04:00:00 PM,1.548,
568,12/23/23 06:00:00 PM,1.548,
569,12/23/23 08:00:00 PM,1.548,
570,12/23/23 10:00:00 PM,1.548,
571,12/24/23 12:00:00 AM,1.548,
572,12/24/23 02:00:00 AM,1.548,
573,12/24/23 04:00:00 AM,1.548,
574,12/24/23 06:00:00 AM,1.548,
575,12/24/23 08:00:00 AM,1.548,
576,12/24/23 10:00:00 AM,1.548,
577,12/24/23 12:00:00 PM,1.548,
578,12/24/23 02:00:00 PM,1.548,
579,12/24/23 04:00:00 PM,1.548,
580,12/24/23 06:00:00 PM,1.548,
581,12/24/23 08:00:00 PM,1.548,
582,12/24/23 10:00:00 PM,1.548,
583,12/25/23 12:00:00 AM,1.548,
584,12/25/23 02:00:00 AM,1.548,
585,12/25/23 04:00:00 AM,1.548,
586,12/25/23 06:00:00 AM,1.548,
587,12/25/23 08:00:00 AM,1.548,
588,12/25/23 10:00:00 AM,1.548,
589,12/25/23 12:00:00 PM,1.548,
590,12/25/23 02:00:00 PM,1.548,
591,12/25/23 04:00:00 PM,1.548,
592,12/25/23 06:00:00 PM,1.548,
593,12/25/23 08:00:00 PM,1.548,
594,12/25/23 10:00:00 PM,1.548,
595,12/26/23 12:00:00 AM,1.548,
596,12/26/23 02:00:00 AM,1.548,
597,12/26/23 04:00:00 AM,1.548,
598,12/26/23 06:00:00 AM,1.548,
599,12/26/23 08:00:00 AM,1.548,
600,12/26/23 10:00:00 AM,1.548,
601,12/26/23 12:00:00 PM,1.548,
602,12/26/23 02:00:00 PM,1.548,
603,12/26/23 04:00:00 PM,1.548,
604,12/26/23 06:00:00 PM,1.548,
605,12/26/23 08:00:00 PM,1.548,
606,12/26/23 10:00:00 PM,1.548,
607,12/27/23 12:00:00 AM,1.548,
608,12/27/23 02:00:00 AM,1.548,
609,12/27/23 04:00:00 AM,1.548,
610,12/27/23 06:00:00 AM,1.548,
611,12/27/23 08:00:00 AM,1.548,
612,12/27/23 10:00:00 AM,1.548,
613,12/27/23 12:00:00 PM,1.548,
614,12/27/23 02:00:00 PM,1.548,
615,12/27/23 04:00:00 PM,1.548,
616,12/27/23 06:00:00 PM,1.548,
617,12/27/23 08:00:00 PM,1.548,
618,12/27/23 10:00:00 PM,1.548,
619,12/28/23 12:00:00 AM,1.548,
620,12/28/23 02:00:00 AM,1.548,
621,12/28/23 04:00:00 AM,1.548,
622,12/28/23 06:00:00 AM,1.548,
623,12/28/23 08:00:00 AM,1.548,
624,12/28/23 10:00:00 AM,1.548,
625,12/28/23 12:00:00 PM,1.548,
626,12/28/23 02:00:00 PM,1.548,
627,12/28/23 04:00:00 PM,1.548,
