"Titre de tracé : 21745243"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 21745243, SEN S/N: 21745243, LBL: Petite Balme 3 ici>)","Coupleur attaché (LGR S/N: 21745243)","Hôte connecté (LGR S/N: 21745243)","Arrêté (LGR S/N: 21745243)","Fin de fichier (LGR S/N: 21745243)"
133,11/17/23 12:00:00 PM,0.893,,,,
134,11/17/23 02:00:00 PM,0.893,,,,
135,11/17/23 04:00:00 PM,0.893,,,,
136,11/17/23 06:00:00 PM,0.784,,,,
137,11/17/23 08:00:00 PM,0.784,,,,
138,11/17/23 10:00:00 PM,0.893,,,,
139,11/18/23 12:00:00 AM,0.893,,,,
140,11/18/23 02:00:00 AM,0.784,,,,
141,11/18/23 04:00:00 AM,0.784,,,,
142,11/18/23 06:00:00 AM,0.784,,,,
143,11/18/23 08:00:00 AM,0.784,,,,
144,11/18/23 10:00:00 AM,0.893,,,,
145,11/18/23 12:00:00 PM,0.893,,,,
146,11/18/23 02:00:00 PM,0.893,,,,
147,11/18/23 04:00:00 PM,0.893,,,,
148,11/18/23 06:00:00 PM,0.893,,,,
149,11/18/23 08:00:00 PM,0.893,,,,
150,11/18/23 10:00:00 PM,0.893,,,,
151,11/19/23 12:00:00 AM,0.893,,,,
152,11/19/23 02:00:00 AM,0.893,,,,
153,11/19/23 04:00:00 AM,0.784,,,,
154,11/19/23 06:00:00 AM,0.784,,,,
155,11/19/23 08:00:00 AM,0.893,,,,
156,11/19/23 10:00:00 AM,0.893,,,,
157,11/19/23 12:00:00 PM,0.893,,,,
158,11/19/23 02:00:00 PM,0.893,,,,
159,11/19/23 04:00:00 PM,0.893,,,,
160,11/19/23 06:00:00 PM,0.784,,,,
161,11/19/23 08:00:00 PM,0.784,,,,
162,11/19/23 10:00:00 PM,0.893,,,,
163,11/20/23 12:00:00 AM,0.893,,,,
164,11/20/23 02:00:00 AM,0.893,,,,
165,11/20/23 04:00:00 AM,0.893,,,,
166,11/20/23 06:00:00 AM,0.784,,,,
167,11/20/23 08:00:00 AM,0.893,,,,
168,11/20/23 10:00:00 AM,0.893,,,,
169,11/20/23 12:00:00 PM,0.784,,,,
170,11/20/23 02:00:00 PM,0.893,,,,
171,11/20/23 04:00:00 PM,0.784,,,,
172,11/20/23 06:00:00 PM,0.784,,,,
173,11/20/23 08:00:00 PM,0.784,,,,
174,11/20/23 10:00:00 PM,0.784,,,,
175,11/21/23 12:00:00 AM,0.784,,,,
176,11/21/23 02:00:00 AM,0.784,,,,
177,11/21/23 04:00:00 AM,0.784,,,,
178,11/21/23 06:00:00 AM,0.784,,,,
179,11/21/23 08:00:00 AM,0.784,,,,
180,11/21/23 10:00:00 AM,0.784,,,,
181,11/21/23 12:00:00 PM,0.784,,,,
182,11/21/23 02:00:00 PM,0.784,,,,
183,11/21/23 04:00:00 PM,0.784,,,,
184,11/21/23 06:00:00 PM,0.784,,,,
185,11/21/23 08:00:00 PM,0.784,,,,
186,11/21/23 10:00:00 PM,0.784,,,,
187,11/22/23 12:00:00 AM,0.784,,,,
188,11/22/23 02:00:00 AM,0.784,,,,
189,11/22/23 04:00:00 AM,0.784,,,,
190,11/22/23 06:00:00 AM,0.784,,,,
191,11/22/23 08:00:00 AM,0.784,,,,
192,11/22/23 10:00:00 AM,0.784,,,,
193,11/22/23 12:00:00 PM,0.784,,,,
194,11/22/23 02:00:00 PM,0.784,,,,
195,11/22/23 04:00:00 PM,0.784,,,,
196,11/22/23 06:00:00 PM,0.784,,,,
197,11/22/23 08:00:00 PM,0.784,,,,
198,11/22/23 10:00:00 PM,0.784,,,,
199,11/23/23 12:00:00 AM,0.784,,,,
200,11/23/23 02:00:00 AM,0.784,,,,
201,11/23/23 04:00:00 AM,0.893,,,,
202,11/23/23 06:00:00 AM,0.893,,,,
203,11/23/23 08:00:00 AM,0.893,,,,
204,11/23/23 10:00:00 AM,0.893,,,,
205,11/23/23 12:00:00 PM,0.893,,,,
206,11/23/23 02:00:00 PM,0.893,,,,
207,11/23/23 04:00:00 PM,0.893,,,,
208,11/23/23 06:00:00 PM,0.893,,,,
209,11/23/23 08:00:00 PM,0.893,,,,
210,11/23/23 10:00:00 PM,0.893,,,,
211,11/24/23 12:00:00 AM,0.893,,,,
212,11/24/23 02:00:00 AM,0.893,,,,
213,11/24/23 04:00:00 AM,0.784,,,,
214,11/24/23 06:00:00 AM,0.784,,,,
215,11/24/23 08:00:00 AM,0.893,,,,
216,11/24/23 10:00:00 AM,0.784,,,,
217,11/24/23 12:00:00 PM,0.784,,,,
218,11/24/23 02:00:00 PM,0.784,,,,
219,11/24/23 04:00:00 PM,0.784,,,,
220,11/24/23 06:00:00 PM,0.784,,,,
221,11/24/23 08:00:00 PM,0.784,,,,
222,11/24/23 10:00:00 PM,0.893,,,,
223,11/25/23 12:00:00 AM,0.784,,,,
224,11/25/23 02:00:00 AM,0.784,,,,
225,11/25/23 04:00:00 AM,0.784,,,,
226,11/25/23 06:00:00 AM,0.893,,,,
227,11/25/23 08:00:00 AM,0.893,,,,
228,11/25/23 10:00:00 AM,0.893,,,,
229,11/25/23 12:00:00 PM,0.784,,,,
230,11/25/23 02:00:00 PM,0.784,,,,
231,11/25/23 04:00:00 PM,0.893,,,,
232,11/25/23 06:00:00 PM,0.893,,,,
233,11/25/23 08:00:00 PM,0.784,,,,
234,11/25/23 10:00:00 PM,0.893,,,,
235,11/26/23 12:00:00 AM,0.784,,,,
236,11/26/23 02:00:00 AM,0.893,,,,
237,11/26/23 04:00:00 AM,0.784,,,,
238,11/26/23 06:00:00 AM,0.784,,,,
239,11/26/23 08:00:00 AM,0.784,,,,
240,11/26/23 10:00:00 AM,0.784,,,,
241,11/26/23 12:00:00 PM,0.893,,,,
242,11/26/23 02:00:00 PM,0.893,,,,
243,11/26/23 04:00:00 PM,0.893,,,,
244,11/26/23 06:00:00 PM,0.784,,,,
245,11/26/23 08:00:00 PM,0.784,,,,
246,11/26/23 10:00:00 PM,0.893,,,,
247,11/27/23 12:00:00 AM,0.893,,,,
248,11/27/23 02:00:00 AM,0.893,,,,
249,11/27/23 04:00:00 AM,0.893,,,,
250,11/27/23 06:00:00 AM,0.784,,,,
251,11/27/23 08:00:00 AM,0.784,,,,
252,11/27/23 10:00:00 AM,0.784,,,,
253,11/27/23 12:00:00 PM,0.784,,,,
254,11/27/23 02:00:00 PM,0.784,,,,
255,11/27/23 04:00:00 PM,0.784,,,,
256,11/27/23 06:00:00 PM,0.784,,,,
257,11/27/23 08:00:00 PM,0.893,,,,
258,11/27/23 10:00:00 PM,0.784,,,,
259,11/28/23 12:00:00 AM,0.893,,,,
260,11/28/23 02:00:00 AM,0.893,,,,
261,11/28/23 04:00:00 AM,0.893,,,,
262,11/28/23 06:00:00 AM,0.893,,,,
263,11/28/23 08:00:00 AM,0.893,,,,
264,11/28/23 10:00:00 AM,0.893,,,,
265,11/28/23 12:00:00 PM,0.893,,,,
266,11/28/23 02:00:00 PM,0.893,,,,
267,11/28/23 04:00:00 PM,0.893,,,,
268,11/28/23 06:00:00 PM,0.893,,,,
269,11/28/23 08:00:00 PM,0.893,,,,
270,11/28/23 10:00:00 PM,0.893,,,,
271,11/29/23 12:00:00 AM,0.893,,,,
272,11/29/23 02:00:00 AM,0.893,,,,
273,11/29/23 04:00:00 AM,0.893,,,,
274,11/29/23 06:00:00 AM,0.893,,,,
275,11/29/23 08:00:00 AM,0.893,,,,
276,11/29/23 10:00:00 AM,0.893,,,,
277,11/29/23 12:00:00 PM,0.893,,,,
278,11/29/23 02:00:00 PM,0.893,,,,
279,11/29/23 04:00:00 PM,0.893,,,,
280,11/29/23 06:00:00 PM,0.893,,,,
281,11/29/23 08:00:00 PM,0.893,,,,
282,11/29/23 10:00:00 PM,0.784,,,,
283,11/30/23 12:00:00 AM,0.893,,,,
284,11/30/23 02:00:00 AM,0.893,,,,
285,11/30/23 04:00:00 AM,0.893,,,,
286,11/30/23 06:00:00 AM,0.893,,,,
287,11/30/23 08:00:00 AM,0.784,,,,
288,11/30/23 10:00:00 AM,0.784,,,,
289,11/30/23 12:00:00 PM,0.784,,,,
290,11/30/23 02:00:00 PM,0.784,,,,
291,11/30/23 04:00:00 PM,0.893,,,,
292,11/30/23 06:00:00 PM,0.784,,,,
293,11/30/23 08:00:00 PM,0.784,,,,
294,11/30/23 10:00:00 PM,0.784,,,,
295,12/01/23 12:00:00 AM,0.784,,,,
296,12/01/23 02:00:00 AM,0.893,,,,
297,12/01/23 04:00:00 AM,0.784,,,,
298,12/01/23 06:00:00 AM,0.784,,,,
299,12/01/23 08:00:00 AM,0.893,,,,
300,12/01/23 10:00:00 AM,0.784,,,,
301,12/01/23 12:00:00 PM,0.784,,,,
302,12/01/23 02:00:00 PM,0.784,,,,
303,12/01/23 04:00:00 PM,0.784,,,,
304,12/01/23 06:00:00 PM,0.784,,,,
305,12/01/23 08:00:00 PM,0.784,,,,
306,12/01/23 10:00:00 PM,0.784,,,,
307,12/02/23 12:00:00 AM,0.784,,,,
308,12/02/23 02:00:00 AM,0.784,,,,
309,12/02/23 04:00:00 AM,0.784,,,,
310,12/02/23 06:00:00 AM,0.893,,,,
311,12/02/23 08:00:00 AM,0.784,,,,
312,12/02/23 10:00:00 AM,0.784,,,,
313,12/02/23 12:00:00 PM,0.784,,,,
314,12/02/23 02:00:00 PM,0.893,,,,
315,12/02/23 04:00:00 PM,0.784,,,,
316,12/02/23 06:00:00 PM,0.784,,,,
317,12/02/23 08:00:00 PM,0.893,,,,
318,12/02/23 10:00:00 PM,0.893,,,,
319,12/03/23 12:00:00 AM,0.893,,,,
320,12/03/23 02:00:00 AM,0.784,,,,
321,12/03/23 04:00:00 AM,0.784,,,,
322,12/03/23 06:00:00 AM,0.784,,,,
323,12/03/23 08:00:00 AM,0.784,,,,
324,12/03/23 10:00:00 AM,0.893,,,,
325,12/03/23 12:00:00 PM,0.893,,,,
326,12/03/23 02:00:00 PM,0.893,,,,
327,12/03/23 04:00:00 PM,0.784,,,,
328,12/03/23 06:00:00 PM,0.893,,,,
329,12/03/23 08:00:00 PM,0.784,,,,
330,12/03/23 10:00:00 PM,0.893,,,,
331,12/04/23 12:00:00 AM,0.893,,,,
332,12/04/23 02:00:00 AM,0.893,,,,
333,12/04/23 04:00:00 AM,0.893,,,,
334,12/04/23 06:00:00 AM,0.893,,,,
335,12/04/23 08:00:00 AM,0.893,,,,
336,12/04/23 10:00:00 AM,0.893,,,,
337,12/04/23 12:00:00 PM,0.893,,,,
338,12/04/23 02:00:00 PM,0.893,,,,
339,12/04/23 04:00:00 PM,0.893,,,,
340,12/04/23 06:00:00 PM,0.893,,,,
341,12/04/23 08:00:00 PM,0.893,,,,
342,12/04/23 10:00:00 PM,0.893,,,,
343,12/05/23 12:00:00 AM,0.893,,,,
344,12/05/23 02:00:00 AM,0.893,,,,
345,12/05/23 04:00:00 AM,0.893,,,,
346,12/05/23 06:00:00 AM,0.893,,,,
347,12/05/23 08:00:00 AM,0.893,,,,
348,12/05/23 10:00:00 AM,0.893,,,,
349,12/05/23 12:00:00 PM,0.893,,,,
350,12/05/23 02:00:00 PM,0.893,,,,
351,12/05/23 04:00:00 PM,0.893,,,,
352,12/05/23 06:00:00 PM,0.893,,,,
353,12/05/23 08:00:00 PM,0.893,,,,
354,12/05/23 10:00:00 PM,0.893,,,,
355,12/06/23 12:00:00 AM,0.893,,,,
356,12/06/23 02:00:00 AM,0.893,,,,
357,12/06/23 04:00:00 AM,0.893,,,,
358,12/06/23 06:00:00 AM,0.893,,,,
359,12/06/23 08:00:00 AM,0.893,,,,
360,12/06/23 10:00:00 AM,0.893,,,,
361,12/06/23 12:00:00 PM,0.893,,,,
362,12/06/23 02:00:00 PM,0.893,,,,
363,12/06/23 04:00:00 PM,0.893,,,,
364,12/06/23 06:00:00 PM,0.893,,,,
365,12/06/23 08:00:00 PM,0.893,,,,
366,12/06/23 10:00:00 PM,0.893,,,,
367,12/07/23 12:00:00 AM,0.893,,,,
368,12/07/23 02:00:00 AM,0.893,,,,
369,12/07/23 04:00:00 AM,0.893,,,,
370,12/07/23 06:00:00 AM,0.893,,,,
371,12/07/23 08:00:00 AM,0.893,,,,
372,12/07/23 10:00:00 AM,0.893,,,,
373,12/07/23 12:00:00 PM,0.893,,,,
374,12/07/23 02:00:00 PM,0.893,,,,
375,12/07/23 04:00:00 PM,0.893,,,,
376,12/07/23 06:00:00 PM,0.893,,,,
377,12/07/23 08:00:00 PM,0.893,,,,
378,12/07/23 10:00:00 PM,0.784,,,,
379,12/08/23 12:00:00 AM,0.893,,,,
380,12/08/23 02:00:00 AM,0.893,,,,
381,12/08/23 04:00:00 AM,0.784,,,,
382,12/08/23 06:00:00 AM,0.893,,,,
383,12/08/23 08:00:00 AM,0.893,,,,
384,12/08/23 10:00:00 AM,0.784,,,,
385,12/08/23 12:00:00 PM,0.784,,,,
386,12/08/23 02:00:00 PM,0.893,,,,
387,12/08/23 04:00:00 PM,0.784,,,,
388,12/08/23 06:00:00 PM,0.784,,,,
389,12/08/23 08:00:00 PM,0.893,,,,
390,12/08/23 10:00:00 PM,0.893,,,,
391,12/09/23 12:00:00 AM,0.893,,,,
392,12/09/23 02:00:00 AM,0.893,,,,
393,12/09/23 04:00:00 AM,0.893,,,,
394,12/09/23 06:00:00 AM,0.893,,,,
395,12/09/23 08:00:00 AM,0.893,,,,
396,12/09/23 10:00:00 AM,0.784,,,,
397,12/09/23 12:00:00 PM,0.893,,,,
398,12/09/23 02:00:00 PM,0.893,,,,
399,12/09/23 04:00:00 PM,0.893,,,,
400,12/09/23 06:00:00 PM,0.893,,,,
401,12/09/23 08:00:00 PM,0.893,,,,
402,12/09/23 10:00:00 PM,0.893,,,,
403,12/10/23 12:00:00 AM,0.893,,,,
404,12/10/23 02:00:00 AM,0.893,,,,
405,12/10/23 04:00:00 AM,0.893,,,,
406,12/10/23 06:00:00 AM,0.893,,,,
407,12/10/23 08:00:00 AM,0.893,,,,
408,12/10/23 10:00:00 AM,0.893,,,,
409,12/10/23 12:00:00 PM,0.893,,,,
410,12/10/23 02:00:00 PM,0.893,,,,
411,12/10/23 04:00:00 PM,0.893,,,,
412,12/10/23 06:00:00 PM,0.893,,,,
413,12/10/23 08:00:00 PM,0.893,,,,
414,12/10/23 10:00:00 PM,0.893,,,,
415,12/11/23 12:00:00 AM,0.893,,,,
416,12/11/23 02:00:00 AM,0.893,,,,
417,12/11/23 04:00:00 AM,0.893,,,,
418,12/11/23 06:00:00 AM,0.893,,,,
419,12/11/23 08:00:00 AM,0.893,,,,
420,12/11/23 10:00:00 AM,0.893,,,,
421,12/11/23 12:00:00 PM,0.893,,,,
422,12/11/23 02:00:00 PM,0.893,,,,
423,12/11/23 04:00:00 PM,0.893,,,,
424,12/11/23 06:00:00 PM,0.893,,,,
425,12/11/23 08:00:00 PM,0.893,,,,
426,12/11/23 10:00:00 PM,0.893,,,,
427,12/12/23 12:00:00 AM,0.893,,,,
428,12/12/23 02:00:00 AM,0.893,,,,
429,12/12/23 04:00:00 AM,0.893,,,,
430,12/12/23 06:00:00 AM,0.893,,,,
431,12/12/23 08:00:00 AM,0.893,,,,
432,12/12/23 10:00:00 AM,0.893,,,,
433,12/12/23 12:00:00 PM,0.893,,,,
434,12/12/23 02:00:00 PM,0.893,,,,
435,12/12/23 04:00:00 PM,0.893,,,,
436,12/12/23 06:00:00 PM,0.893,,,,
437,12/12/23 08:00:00 PM,0.893,,,,
438,12/12/23 10:00:00 PM,0.784,,,,
439,12/13/23 12:00:00 AM,0.784,,,,
440,12/13/23 02:00:00 AM,0.784,,,,
441,12/13/23 04:00:00 AM,0.893,,,,
442,12/13/23 06:00:00 AM,0.893,,,,
443,12/13/23 08:00:00 AM,0.893,,,,
444,12/13/23 10:00:00 AM,0.893,,,,
445,12/13/23 12:00:00 PM,0.893,,,,
446,12/13/23 02:00:00 PM,0.893,,,,
447,12/13/23 04:00:00 PM,0.893,,,,
448,12/13/23 06:00:00 PM,0.893,,,,
449,12/13/23 08:00:00 PM,0.893,,,,
450,12/13/23 10:00:00 PM,0.893,,,,
451,12/14/23 12:00:00 AM,0.893,,,,
452,12/14/23 02:00:00 AM,0.893,,,,
453,12/14/23 04:00:00 AM,0.893,,,,
454,12/14/23 06:00:00 AM,0.893,,,,
455,12/14/23 08:00:00 AM,0.893,,,,
456,12/14/23 10:00:00 AM,0.893,,,,
457,12/14/23 12:00:00 PM,0.893,,,,
458,12/14/23 02:00:00 PM,0.893,,,,
459,12/14/23 04:00:00 PM,0.893,,,,
460,12/14/23 06:00:00 PM,0.893,,,,
461,12/14/23 08:00:00 PM,0.893,,,,
462,12/14/23 10:00:00 PM,0.893,,,,
463,12/15/23 12:00:00 AM,0.893,,,,
464,12/15/23 02:00:00 AM,0.893,,,,
465,12/15/23 04:00:00 AM,0.893,,,,
466,12/15/23 06:00:00 AM,0.893,,,,
467,12/15/23 08:00:00 AM,0.893,,,,
468,12/15/23 10:00:00 AM,0.893,,,,
469,12/15/23 12:00:00 PM,0.893,,,,
470,12/15/23 02:00:00 PM,0.893,,,,
471,12/15/23 04:00:00 PM,0.893,,,,
472,12/15/23 06:00:00 PM,0.893,,,,
473,12/15/23 08:00:00 PM,0.893,,,,
474,12/15/23 10:00:00 PM,0.784,,,,
475,12/16/23 12:00:00 AM,0.893,,,,
476,12/16/23 02:00:00 AM,0.893,,,,
477,12/16/23 04:00:00 AM,0.784,,,,
478,12/16/23 06:00:00 AM,0.784,,,,
479,12/16/23 08:00:00 AM,0.893,,,,
480,12/16/23 10:00:00 AM,0.893,,,,
481,12/16/23 12:00:00 PM,0.893,,,,
482,12/16/23 02:00:00 PM,0.893,,,,
483,12/16/23 04:00:00 PM,0.893,,,,
484,12/16/23 06:00:00 PM,0.893,,,,
485,12/16/23 08:00:00 PM,0.893,,,,
486,12/16/23 10:00:00 PM,0.893,,,,
487,12/17/23 12:00:00 AM,0.893,,,,
488,12/17/23 02:00:00 AM,0.893,,,,
489,12/17/23 04:00:00 AM,0.893,,,,
490,12/17/23 06:00:00 AM,0.893,,,,
491,12/17/23 08:00:00 AM,0.893,,,,
492,12/17/23 10:00:00 AM,0.893,,,,
493,12/17/23 12:00:00 PM,0.893,,,,
494,12/17/23 02:00:00 PM,0.893,,,,
495,12/17/23 04:00:00 PM,0.893,,,,
496,12/17/23 06:00:00 PM,0.893,,,,
497,12/17/23 08:00:00 PM,0.893,,,,
498,12/17/23 10:00:00 PM,0.893,,,,
499,12/18/23 12:00:00 AM,0.893,,,,
500,12/18/23 02:00:00 AM,0.893,,,,
501,12/18/23 04:00:00 AM,0.893,,,,
502,12/18/23 06:00:00 AM,0.893,,,,
503,12/18/23 08:00:00 AM,0.893,,,,
504,12/18/23 10:00:00 AM,0.893,,,,
505,12/18/23 12:00:00 PM,0.893,,,,
506,12/18/23 02:00:00 PM,0.893,,,,
507,12/18/23 04:00:00 PM,0.893,,,,
508,12/18/23 06:00:00 PM,0.893,,,,
509,12/18/23 08:00:00 PM,0.893,,,,
510,12/18/23 10:00:00 PM,0.893,,,,
511,12/19/23 12:00:00 AM,0.893,,,,
512,12/19/23 02:00:00 AM,0.893,,,,
513,12/19/23 04:00:00 AM,0.893,,,,
514,12/19/23 06:00:00 AM,0.893,,,,
515,12/19/23 08:00:00 AM,0.893,,,,
516,12/19/23 10:00:00 AM,0.893,,,,
517,12/19/23 12:00:00 PM,0.893,,,,
518,12/19/23 02:00:00 PM,0.893,,,,
519,12/19/23 04:00:00 PM,0.893,,,,
520,12/19/23 06:00:00 PM,0.893,,,,
521,12/19/23 08:00:00 PM,0.893,,,,
522,12/19/23 10:00:00 PM,0.784,,,,
523,12/20/23 12:00:00 AM,0.784,,,,
524,12/20/23 02:00:00 AM,0.893,,,,
525,12/20/23 04:00:00 AM,0.784,,,,
526,12/20/23 06:00:00 AM,0.893,,,,
527,12/20/23 08:00:00 AM,0.893,,,,
528,12/20/23 10:00:00 AM,0.784,,,,
529,12/20/23 12:00:00 PM,0.893,,,,
530,12/20/23 02:00:00 PM,0.784,,,,
531,12/20/23 04:00:00 PM,0.893,,,,
532,12/20/23 06:00:00 PM,0.893,,,,
533,12/20/23 08:00:00 PM,0.784,,,,
534,12/20/23 10:00:00 PM,0.784,,,,
535,12/21/23 12:00:00 AM,0.784,,,,
536,12/21/23 02:00:00 AM,0.784,,,,
537,12/21/23 04:00:00 AM,0.893,,,,
538,12/21/23 06:00:00 AM,0.893,,,,
539,12/21/23 08:00:00 AM,0.893,,,,
540,12/21/23 10:00:00 AM,0.893,,,,
541,12/21/23 12:00:00 PM,0.893,,,,
542,12/21/23 02:00:00 PM,0.893,,,,
543,12/21/23 04:00:00 PM,0.893,,,,
544,12/21/23 06:00:00 PM,0.893,,,,
545,12/21/23 08:00:00 PM,0.893,,,,
546,12/21/23 10:00:00 PM,0.893,,,,
